runner_id,model_name,dataset_name,regularization,regularization_param,timestamp,quantization_method,criterion_name,optimizer_name,verbose,train_loss,test_loss,train_accuracy,test_accuracy,epoch_train_losses,epoch_test_losses,iterations,lr,device,batch_size,seed,pretrained,num_epochs,total_weights,l1_norm,l2_norm,max_weight,min_weight,model_size_mb
ishapira,lenet,FashionMNIST,l2,0.0007,2023-11-19_15-29-49,,CrossEntropyLoss,Adam,True,0.24800604865550996,0.31203450269699096,90.80833333333334,88.86,"[0.5396239494800568, 0.44879846738179524, 0.44903498126665753, 0.38801328996022544, 0.3595776412963867, 0.34748803095817565, 0.3283818678061167, 0.32175915157000223, 0.31106996231079104, 0.31889269886016847, 0.29968539026578267, 0.27790481311480203, 0.27177190712292987, 0.2597934535264969, 0.2633607197920481, 0.2627965781291326, 0.27905442759195964, 0.252703228632609, 0.2511019721190135, 0.24800604865550996]","[0.5621316741466522, 0.4732472372055054, 0.47992415833473206, 0.4174525167942047, 0.39129528894424437, 0.3819452121257782, 0.3660913554430008, 0.3592140716075897, 0.3515980339050293, 0.36606677556037903, 0.34601206064224244, 0.3269291644573212, 0.3222054401397705, 0.31600085678100587, 0.3219861312389374, 0.32388052897453307, 0.3417163398742676, 0.31480503754615785, 0.3146633219242096, 0.31203450269699096]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,1372.4111304879189,24.168826416134834,0.5174447298049927,-0.5931486487388611,0.16947174072265625
ishapira,lenet,MNIST,l2,0.05,2023-11-18_19-02-44,,CrossEntropyLoss,Adam,True,2.3015073602040608,2.301467420578003,11.236666666666666,11.35,"[2.301663051732381, 2.3016345465342205, 2.301531909942627, 2.30152892443339, 2.3015072315216063, 2.3015264713287356, 2.3015207761128744, 2.301577282333374, 2.301546835454305, 2.3015088676452637, 2.3015026643117267, 2.301471782048543, 2.30155990079244, 2.3015371245066323, 2.30156558748881, 2.301505180486043, 2.301569862874349, 2.3014810839335125, 2.301563212712606, 2.3015073602040608]","[2.3016048728942873, 2.301587251281738, 2.3014867546081543, 2.301447576904297, 2.301432751464844, 2.3014436332702637, 2.301479838180542, 2.3014657081604004, 2.3014622722625733, 2.3014696491241455, 2.301422554397583, 2.3014251529693603, 2.3014655715942385, 2.3014361640930177, 2.3014888690948485, 2.301479811477661, 2.301554032897949, 2.3013976570129393, 2.301522109603882, 2.301467420578003]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,0.19681322531496354,0.08771489687851033,0.060548797249794006,-0.05212521553039551,0.16947174072265625
ishapira,lenet,MNIST,l2,0.0008,2023-11-19_14-56-45,,CrossEntropyLoss,Adam,True,0.027621579600373904,0.037845778864249585,99.24166666666666,98.75,"[0.1674472363471985, 0.09870470481117566, 0.07398017910321554, 0.07870190965135893, 0.056714398286739985, 0.05463178673783938, 0.04626173181931178, 0.03904439203540484, 0.03846827853520711, 0.041388520043094956, 0.03382771795292695, 0.031927716135481995, 0.02818495131134987, 0.027604672827323276, 0.029903585664431253, 0.0282914820988973, 0.03739471446077029, 0.027305078559120496, 0.027384011919796468, 0.027621579600373904]","[0.14599083663076162, 0.08552927559167146, 0.06725492510646582, 0.06690336140356958, 0.053033496886864304, 0.05825080831479281, 0.04242490869350731, 0.040153078063577416, 0.04027484325319529, 0.04359029324278235, 0.03381575051639229, 0.03875762951001525, 0.033314484076946975, 0.03354295192174613, 0.037946062838658694, 0.03434783239830285, 0.04083059366419911, 0.03433550051841885, 0.03297693269699812, 0.037845778864249585]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,1035.9247747063637,18.929833989590406,0.5222737193107605,-0.4416784346103668,0.16947174072265625
ishapira,resnet18,CIFAR-10,dropout,0.3,2023-11-18_13-51-10,,,,,0.15181026590824126,1.3217635751724244,95.246,69.69,,,,0.001,cuda:0,256,42,False,20.0,11172042,312904.89956355095,586.4602912068367,0.6055442690849304,-0.582756757736206,42.617958068847656
itaishapira,lenet,MNIST,l1,0.01,2023-11-06_18-28-59,,,,,4.405729269917806,4.405072703552246,11.236666666666666,11.35,,,,0.001,cpu,256,42,,2.0,128576,49.937167802709155,7.331101692921948,0.8445971608161926,-0.000659361423458904,0.490478515625
ishapira,lenet,MNIST,l_infinty,100.0,2023-11-18_20-32-30,,CrossEntropyLoss,Adam,True,0.008084644902000825,0.03272594054287183,99.74,99.13,"[0.14464297712643942, 0.08332308859825134, 0.05604295555551847, 0.04844280076424281, 0.04223720322102308, 0.041932655269404255, 0.029086707991361618, 0.028573251008987426, 0.02339490331535538, 0.028747521164019903, 0.022156800006826717, 0.020516833982865017, 0.015257038216168682, 0.017431471665700277, 0.011339428787026554, 0.014354421853770812, 0.009012867687394222, 0.0076659714759637915, 0.006567372695294519, 0.008084644902000825]","[0.12866311774253844, 0.07348036626130343, 0.051240036547742784, 0.04757585519291461, 0.04126342565715313, 0.04456717167673632, 0.03391531279142946, 0.03461765366485342, 0.03133687798138708, 0.037166916462779045, 0.03349440941996872, 0.03264054598249495, 0.032231415037682745, 0.03635664774907054, 0.02790639047913719, 0.03155091654900461, 0.029565530770155602, 0.03313914512778574, 0.02964449009471573, 0.03272594054287183]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,2771.037928342819,35.418624207377434,0.5546760559082031,-0.4862017333507538,0.16947174072265625
ishapira,lenet,MNIST,l2,0.005,2023-11-18_19-17-50,,CrossEntropyLoss,Adam,True,0.072375349766016,0.07053951735273004,98.055,97.99,"[0.17571167685190836, 0.11058800641695658, 0.10225708988706271, 0.09550881859064102, 0.09221519820292791, 0.09251499133507411, 0.08839627290566762, 0.0846236933986346, 0.09127759296099344, 0.0788639377673467, 0.08198476371367773, 0.07943825264573097, 0.08011956378618876, 0.0930081747452418, 0.08144762840270996, 0.07702473161617915, 0.07452488604784012, 0.08147381592988968, 0.0739958494067192, 0.072375349766016]","[0.16148991034030916, 0.09739712773710489, 0.09065242440700531, 0.08751145916506647, 0.08598179049193859, 0.08340319292619824, 0.08158680384233594, 0.07608316637724638, 0.08741346420794725, 0.07211169141680002, 0.07570218440294266, 0.07331421275585889, 0.07470415661260486, 0.08707185116112232, 0.07476003300324083, 0.06859118666276336, 0.06926359071284532, 0.07535175397247076, 0.06830078411102294, 0.07053951735273004]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,607.8523490428925,13.756472263485193,0.42950132489204407,-0.3221597969532013,0.16947174072265625
ishapira,resnet18,CIFAR-10,l2,0.0001,2023-11-18_14-52-23,,,,,0.09802395303010941,1.4116252960205078,96.778,71.55,,,,0.001,cuda:0,256,42,False,20.0,11172042,43195.2271065712,202.95938169956207,0.4710713326931,-0.4782494902610779,42.617958068847656
ishapira,resnet18,CIFAR-10,l1,0.01,2023-11-18_14-13-37,,,,,2.3025853191375734,2.3025853408813477,10.0,10.0,,,,0.001,cuda:0,256,42,False,20.0,11172042,1385.3862545737065,1.8520664214156568,0.0010588668519631028,-0.001733452663756907,42.617958068847656
itaishapira,lenet,MNIST,l_infinty,0.1,2023-11-07_07-51-31,,,,,0.037239516100784145,0.042095251886546614,98.88333333333334,98.6,,,,0.001,cpu,256,42,,10.0,128576,7353.029228806496,50.684797033667564,0.45030057430267334,-0.819862961769104,0.490478515625
ishapira,resnet18,CIFAR-10,l2,0.1,2023-11-18_14-35-40,,,,,2.3025889274597167,2.302588920211792,10.0,10.0,,,,0.001,cuda:0,256,42,False,20.0,11172042,5.860191504092654,0.11012693797238171,0.006169378757476807,-0.003989955876022577,42.617958068847656
ishapira,lenet,MNIST,l2,0.0004,2023-11-19_14-35-41,,CrossEntropyLoss,Adam,True,0.02031942363282045,0.03641734737893566,99.42,98.74,"[0.14743235782384873, 0.09390150354703268, 0.0732182114481926, 0.055470430543025334, 0.04848256200353305, 0.043842608733971916, 0.03424066529373328, 0.03325999942421913, 0.030959759275615215, 0.03442913366407156, 0.027084847669303417, 0.0215597834199667, 0.024057976879676184, 0.021236453423897426, 0.020136139902472497, 0.01861661765227715, 0.023483334369709095, 0.019058209152022998, 0.018224202726284663, 0.02031942363282045]","[0.1345933309108019, 0.08491331920102238, 0.06868082456141711, 0.05413632894605398, 0.048325560504570604, 0.047765347925014794, 0.03931097235521302, 0.0398870761286933, 0.036697019804921, 0.04081470596343279, 0.03283309290334582, 0.030901789925526828, 0.03023822591342032, 0.030581186512019486, 0.03065372884408571, 0.02947045639967546, 0.035255393232172354, 0.029422703660046682, 0.031839046133484226, 0.03641734737893566]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,1140.9220393151045,21.170265838503838,0.5428679585456848,-0.47862929105758667,0.16947174072265625
itaishapira,lenet,MNIST,dropout,0.5,2023-11-07_07-25-46,,,,,0.05177551470200221,0.04847743416633457,98.47166666666666,98.52,,,,0.001,cpu,256,42,,10.0,128576,17826.81297838688,104.23717333376408,0.5456041097640991,-0.8494147658348083,0.490478515625
ishapira,resnet18,CIFAR-10,l1,0.1,2023-11-18_14-07-49,,,,,2.30258504737854,2.302584997558594,10.0,10.0,,,,0.001,cuda:0,256,42,False,20.0,11172042,1386.303015952697,1.8520058269496076,0.000664366118144244,-0.0006526572396978736,42.617958068847656
itaishapira,lenet,MNIST,layer_norm,,2023-11-06_18-25-41,,,,,0.041748578780889514,0.049786833653599025,98.76166666666667,98.34,,,,0.001,cpu,256,42,,2.0,137536,11533.746187627316,138.59238843619823,1.195296049118042,-0.41219374537467957,0.524658203125
alexo,lenet,MNIST,layer_norm,,2023-11-18_11-37-50,dynamic_quantization,,,,0.04174857554609577,0.04978683435693383,98.76166666666667,98.34,,,,0.001,cpu,256,42,False,,261135,18160.36252683401,173.97764222323895,1.195296049118042,-0.41381019353866577,0.2820396423339844
alexo,lenet,MNIST,layer_norm,,2023-11-18_11-32-46,static_quantization,,,,0.041748575715223946,0.04978683435693383,98.76166666666667,98.34,,,,0.001,cpu,256,42,False,,258589,18038.907879766077,167.87600700184703,1.195296049118042,-0.41381019353866577,0.2723274230957031
ishapira,lenet,FashionMNIST,l2,0.0004,2023-11-19_15-14-06,,CrossEntropyLoss,Adam,True,0.23659105412960052,0.310592324256897,91.315,88.96,"[0.5642047760009765, 0.46421739796002703, 0.40252709922790525, 0.3727722581068675, 0.3480020952065786, 0.3253772785027822, 0.3186654358545939, 0.3042326543172201, 0.2835047951141993, 0.2820856691678365, 0.2731494174718857, 0.2637334773858388, 0.2658049095392227, 0.2569192848523458, 0.2557187789122264, 0.24602341814041137, 0.2372730191866557, 0.23402115230560303, 0.23452116163571676, 0.23659105412960052]","[0.584892655658722, 0.4886006809234619, 0.43073756790161133, 0.40589761219024656, 0.3826358810424805, 0.36188317193984987, 0.3585273933410644, 0.34690488233566286, 0.33293860350847243, 0.3301181128978729, 0.3218057523727417, 0.3167624328374863, 0.3242951090574265, 0.31344132885932924, 0.31717137541770934, 0.3095327006816864, 0.30075457799434663, 0.3025574820756912, 0.3045304288625717, 0.310592324256897]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,1655.090788781643,27.71537095308304,0.5171218514442444,-0.6343678832054138,0.16947174072265625
ishapira,lenet,FashionMNIST,l2,0.0005,2023-11-19_15-19-24,,CrossEntropyLoss,Adam,True,0.23583682428995767,0.30335281028747557,91.28,88.88,"[0.5472703245798747, 0.48938700604438784, 0.4117525879383087, 0.3777918914794922, 0.35804646964073183, 0.3337725540161133, 0.32444651618003845, 0.3050731920719147, 0.2983950491587321, 0.3040513418515523, 0.3145716950893402, 0.2733553573290507, 0.26454060839017235, 0.2560670926253001, 0.26418788980642954, 0.24374419453938803, 0.24119600251515708, 0.2574038456598918, 0.2574053593317668, 0.23583682428995767]","[0.5673449025154114, 0.5138668369293213, 0.4345851405143738, 0.40264904766082765, 0.3877722309589386, 0.36479399175643923, 0.36095336208343504, 0.3437268210887909, 0.33823958253860475, 0.3501901270389557, 0.35743694858551023, 0.32275383744239805, 0.3163525008201599, 0.31078342928886415, 0.31593571891784666, 0.3043678408622742, 0.30258803539276125, 0.31650960536003114, 0.31757232637405397, 0.30335281028747557]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,1509.2564869821072,26.084094360470772,0.4967564344406128,-0.6352157592773438,0.16947174072265625
ishapira,lenet,FashionMNIST,l1,0.0003,2023-11-19_14-10-40,,CrossEntropyLoss,Adam,True,0.2975629891236623,0.33514072675704953,89.12166666666667,87.86,"[0.6090842343966166, 0.5188680631955465, 0.4745614728450775, 0.4444914240996043, 0.4000423467000325, 0.40664581061999006, 0.3799494159857432, 0.3745444488366445, 0.35722811878522237, 0.3423935952504476, 0.3656981349945068, 0.35953400007883707, 0.3448061299482981, 0.33556422036488853, 0.31256172752380373, 0.31559873922665915, 0.3109797736485799, 0.32445113879839577, 0.32976052044232684, 0.2975629891236623]","[0.6310956794261933, 0.5415972053527832, 0.4976366426944733, 0.4681110903263092, 0.4230738409519196, 0.4332002441883087, 0.40268178334236143, 0.40450832605361936, 0.38738481044769285, 0.3750197374582291, 0.39613313302993775, 0.3893930069446564, 0.37496417350769046, 0.3670699462413788, 0.34478209490776063, 0.3507141894817352, 0.3442034589290619, 0.3614858822584152, 0.3637504286289215, 0.33514072675704953]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,461.2562859095633,20.915319733321667,0.8397176265716553,-1.0219166278839111,0.16947174072265625
ishapira,lenet,MNIST,l1,0.0007,2023-11-19_14-00-39,,CrossEntropyLoss,Adam,True,0.07221641897757848,0.06596052792668343,97.80166666666666,97.81,"[0.2527571756521861, 0.16241885668436687, 0.12476192209720612, 0.11577039115826289, 0.11230873408317565, 0.10260744109551112, 0.08876264604727427, 0.08851949465076128, 0.08604712582826614, 0.08500894739230473, 0.08328254029750824, 0.08796282339493433, 0.07452936676740646, 0.07183680281639099, 0.070113243329525, 0.07499735498428345, 0.06957609924077987, 0.06932963147163392, 0.06565031225780646, 0.07221641897757848]","[0.22494152565002443, 0.14525645152926445, 0.10704296810030937, 0.10176400357186795, 0.09557563217878341, 0.09244765246808528, 0.07747811040729284, 0.07942432748526335, 0.0771069356918335, 0.07471349646970629, 0.0740397984020412, 0.0777353319361806, 0.0666269886650145, 0.06424680497273803, 0.06450580404289066, 0.06799451543465257, 0.06278319210708141, 0.06359580603279173, 0.061632443781197074, 0.06596052792668343]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,226.18918831227347,16.792915848316625,1.2200618982315063,-0.8936078548431396,0.16947174072265625
itaishapira,lenet,FashionMNIST,dropout,0.7,2023-11-07_08-27-48,,,,,0.5175938970565795,0.5295727016925812,79.925,79.31,,,,0.001,cpu,256,42,,10.0,128576,18335.76098740101,100.24276268482208,0.5591225028038025,-0.5858410596847534,0.490478515625
ishapira,lenet,MNIST,none,,2023-11-18_17-47-23,,CrossEntropyLoss,Adam,True,0.01306288305123647,0.03960600810316391,99.575,98.95,"[0.21328111147880555, 0.10893899110953013, 0.0823990773677826, 0.06851234411895275, 0.05893409115870794, 0.04612680602868398, 0.03860053024689356, 0.03760780598918597, 0.030017183822393417, 0.029187910065054893, 0.028906842345992723, 0.028805977014203867, 0.022978161995609602, 0.028406967340161404, 0.021681773845354715, 0.017936066165814796, 0.017817063397169115, 0.014866155193497738, 0.011619659887502591, 0.01306288305123647]","[0.20026464483737946, 0.09680339431166649, 0.07243579205572605, 0.06328295472599565, 0.05327649346217513, 0.04591961051002145, 0.03925297301732935, 0.03860929590314627, 0.035464886770490554, 0.03764441311382689, 0.037186233472730965, 0.0350840316940099, 0.037138706814660694, 0.037638443465810266, 0.03232472081044689, 0.03587035351356026, 0.036880283055803736, 0.036648033896880226, 0.031796562196838206, 0.03960600810316391]",4700.0,0.001,cuda:0,256,42,False,20.0,128576,7872.848063111305,55.46083430945873,0.5711240172386169,-0.7053818702697754,0.490478515625
ishapira,lenet,MNIST,l2,0.0005,2023-11-18_19-32-54,,CrossEntropyLoss,Adam,True,0.014499955425659815,0.02813274433775805,99.60833333333333,99.0,"[0.16512134580612184, 0.09269533654848734, 0.07049982466995716, 0.05689323236942291, 0.045466501375039416, 0.039626466731230416, 0.03371255473891894, 0.04028398727675279, 0.03231097458104293, 0.038619513221581775, 0.026685493918259938, 0.027906031728784243, 0.026362098306417465, 0.02851867326994737, 0.02680415055801471, 0.020281994663675626, 0.024680337081849576, 0.01933917517165343, 0.026876044233640036, 0.014499955425659815]","[0.1544125490218401, 0.08271032647341489, 0.06275242731049657, 0.056102573351934554, 0.043330734635703264, 0.04397028100164607, 0.03741666928781196, 0.04777480661133304, 0.04114922574050724, 0.046171018351241946, 0.03690353653039783, 0.03564356787633151, 0.038359237121231855, 0.039958425616053866, 0.03791357373241335, 0.03151893253580201, 0.03676742543438449, 0.03156162465468515, 0.04099009146057069, 0.02813274433775805]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,1114.974793702364,20.62382560968399,0.6592789888381958,-0.5267198085784912,0.16947174072265625
ishapira,lenet,FashionMNIST,dropout,0.7,2023-11-19_13-54-48,,CrossEntropyLoss,Adam,True,0.4439043430169423,0.4585512360572815,82.35833333333333,81.87,"[0.8190840848604838, 0.6719009321848551, 0.6011722906748453, 0.575968219089508, 0.542993552160263, 0.5281110867659251, 0.5185049736976624, 0.5135839241981507, 0.500675480222702, 0.4887414954980214, 0.48319873587290446, 0.4788571081797282, 0.47852606217066446, 0.4702373423576355, 0.45920856305758156, 0.4576193286259969, 0.45978377064069115, 0.45156657956441243, 0.4478043099244436, 0.4439043430169423]","[0.8311202988624573, 0.682880546951294, 0.6141730611801147, 0.5851196621894836, 0.5547791292190551, 0.5391791465759277, 0.5316424543380738, 0.5273221630096435, 0.5150601123332977, 0.5017846488952636, 0.49766900577545164, 0.4960597496986389, 0.4929320826053619, 0.48566739444732665, 0.4757940329551697, 0.473918837594986, 0.4729037420272827, 0.4679135512828827, 0.46413119683265686, 0.4585512360572815]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,3683.1715584993362,49.099239230155945,0.43279269337654114,-0.8066340684890747,0.16947174072265625
ishapira,resnet18,CIFAR-10,l2,0.01,2023-11-18_14-41-14,,,,,1.2614798070526123,1.2892639171600342,53.19,53.28,,,,0.001,cuda:0,256,42,False,20.0,11172042,1448.749302148819,23.820667415857315,0.26143205165863037,-0.24282169342041016,42.617958068847656
itaishapira,lenet,MNIST,l1,0.01,2023-11-07_07-33-58,,,,,2.364323156992594,2.364348051452637,11.236666666666666,11.35,,,,0.001,cpu,256,42,,10.0,128576,85.96076391200768,10.535488094115863,1.438427209854126,-0.0006526346551254392,0.490478515625
itaishapira,lenet,MNIST,none,,2023-11-07_07-14-55,,,,,0.029574267747998238,0.03711461622468196,99.04333333333334,98.74,,,,0.001,cpu,256,42,,10.0,128576,7212.407037913799,49.19372156262398,0.41971343755722046,-0.5102354288101196,0.490478515625
alexo,lenet,MNIST,none,,2023-11-18_11-36-23,dynamic_quantization,,,,0.02957426439623038,0.03711461560777388,99.04333333333334,98.74,,,,0.001,cpu,256,42,False,,252175,14065.881228625774,86.92382776737213,1.0,-0.5122363567352295,0.24785995483398438
alexo,lenet,MNIST,none,,2023-11-18_11-30-34,static_quantization,,,,0.029574264579017958,0.03711461560777388,99.04333333333334,98.74,,,,0.001,cpu,256,42,False,,249627,13839.8503748402,77.87520917505026,0.48904842138290405,-0.5122363567352295,0.23814010620117188
itaishapira,lenet,MNIST,l1,0.1,2023-11-07_07-31-13,,,,,6.729652132415771,6.72914577178955,11.236666666666666,11.35,,,,0.001,cpu,256,42,,10.0,128576,17.670136927859858,1.3073426608461887,1.1188887357711792,-0.0006198478513397276,0.490478515625
itaishapira,lenet,FashionMNIST,l2,0.0001,2023-11-07_08-47-57,,,,,0.31501994450887044,0.3559661002874374,88.59333333333333,87.03,,,,0.001,cpu,256,42,,10.0,128576,2079.3232984542847,27.699970960617065,0.64644855260849,-0.57709801197052,0.490478515625
itaishapira,lenet,MNIST,l2,0.0001,2023-11-07_07-49-02,,,,,0.03154640297492345,0.038132138838991525,98.99333333333334,98.69,,,,0.001,cpu,256,42,,10.0,128576,1531.2941272258759,25.023444086313248,0.6383809447288513,-0.522487461566925,0.490478515625
alexo,lenet,MNIST,l2,0.0001,2023-11-18_11-39-46,dynamic_quantization,,,,0.031546400507291156,0.03813213487528264,98.99333333333334,98.69,,,,0.001,cpu,256,42,False,,252175,2817.408687233925,42.58716216683388,1.0,-0.522487461566925,0.24785995483398438
alexo,lenet,MNIST,l2,0.0001,2023-11-18_11-35-41,static_quantization,,,,0.031546400618056455,0.03813213487528264,98.99333333333334,98.69,,,,0.001,cpu,256,42,False,,249627,2587.5688789859414,32.74546802788973,0.4184213876724243,-0.32127663493156433,0.23814010620117188
ishapira,lenet,MNIST,l1,0.0003,2023-11-19_13-39-42,,CrossEntropyLoss,Adam,True,0.04443359980781873,0.04859196720123291,98.68166666666667,98.48,"[0.15032028206586837, 0.10091747037967046, 0.08518141459623972, 0.07606460030476252, 0.0696648754676183, 0.060821220211188, 0.06621793507138889, 0.05653233546813329, 0.05819793789784113, 0.051065052159627276, 0.05655533058643341, 0.047843611379961175, 0.048636713020006814, 0.04760289131800333, 0.049244666197896005, 0.04661988844672839, 0.04354690173566341, 0.041366162369648615, 0.044261969995498654, 0.04443359980781873]","[0.1392049091398716, 0.09428018335103988, 0.07736226836293936, 0.06836184273511171, 0.05932098054736853, 0.05421105324998498, 0.058435555731505155, 0.05139980587512255, 0.05366160364151001, 0.046692958668619396, 0.05364802934601903, 0.04374894742993638, 0.045308113538846374, 0.04645554194562137, 0.04724032306149602, 0.043537699380889534, 0.04252970706410706, 0.041441903303191065, 0.046769618278741834, 0.04859196720123291]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,339.9082696130499,18.614240038674325,0.8219212293624878,-0.6600408554077148,0.16947174072265625
itaishapira,lenet,MNIST,l2,0.1,2023-11-07_07-41-40,,,,,2.3099155361175536,2.3100312618255616,11.236666666666666,11.35,,,,0.001,cpu,256,42,,10.0,128576,141.31378733366728,4.579067330807447,0.1531599909067154,-0.13634955883026123,0.490478515625
alexo,lenet,MNIST,l2,0.1,2023-11-18_11-38-24,dynamic_quantization,,,,2.3099155796051027,2.310031299209595,11.236666666666666,11.35,,,,0.001,cpu,256,42,False,,252175,254.16492611169815,9.949817698448896,1.0,-0.13634955883026123,0.24785995483398438
alexo,lenet,MNIST,l2,0.1,2023-11-18_11-33-35,static_quantization,,,,2.30991559715271,2.310031299209595,11.236666666666666,11.35,,,,0.001,cpu,256,42,False,,249627,227.91637299209833,5.792647082358599,0.1531599909067154,-0.011611404828727245,0.23814010620117188
ishapira,resnet18,CIFAR-10,l1,0.0005,2023-11-18_14-30-35,,,,,1.2190252155303956,1.2457622381210327,55.948,55.46,,,,0.001,cuda:0,256,42,False,20.0,11172042,1875.018916606903,31.766262352466583,0.8575285077095032,-0.6736304759979248,42.617958068847656
ishapira,lenet,FashionMNIST,l1,0.0005,2023-11-19_14-21-19,,CrossEntropyLoss,Adam,True,0.32948633774121605,0.36141600584983824,88.27,87.06,"[0.6247333713849386, 0.5381005630175273, 0.5202058863639831, 0.48146903355916343, 0.4622659207503001, 0.4209413857936859, 0.4204915968259176, 0.3904955141067505, 0.40315624804496764, 0.3849759591897329, 0.3822509693622589, 0.3587744779427846, 0.36733499094645183, 0.3561119550704956, 0.3466181369304657, 0.3603228092511495, 0.3422496745268504, 0.340567254781723, 0.3376451897859573, 0.32948633774121605]","[0.6431174563407898, 0.5611511405944825, 0.5443779788017273, 0.5040447214126587, 0.4857693370342255, 0.44597286443710327, 0.4458636564254761, 0.4172063012123108, 0.4303631064414978, 0.4131442786216736, 0.41098751525878907, 0.3888532557487488, 0.4007434510231018, 0.3877276973724365, 0.37787310132980345, 0.39255888929367067, 0.3769963436126709, 0.37062795853614805, 0.3708370006561279, 0.36141600584983824]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,330.666627638042,19.232352101942524,0.6577363610267639,-0.8910518288612366,0.16947174072265625
itaishapira,lenet,MNIST,dropout,0.7,2023-11-06_18-27-37,,,,,0.5099097466786703,0.4952033885002136,86.01666666666667,86.82,,,,0.001,cpu,256,42,,2.0,128576,10357.236175596714,60.63990634679794,0.3568190634250641,-0.3388270139694214,0.490478515625
ishapira,resnet18,CIFAR-10,l1,0.001,2023-11-18_14-18-57,,,,,1.659149326019287,1.6540364700317383,37.628,38.41,,,,0.001,cuda:0,256,42,False,20.0,11172042,1513.0620064735413,21.032735764980316,1.363661289215088,-1.3659327030181885,42.617958068847656
itaishapira,lenet,FashionMNIST,l1,0.001,2023-11-07_08-35-27,,,,,0.4897164969444275,0.514243455696106,82.22,81.51,,,,0.001,cpu,256,42,,10.0,128576,246.40183630445972,14.686425743158907,0.8400872945785522,-0.836717963218689,0.490478515625
itaishapira,lenet,MNIST,layer_norm,,2023-11-07_07-20-25,,,,,0.007296538895973936,0.046749741208401974,99.80166666666666,98.74,,,,0.001,cpu,256,42,,10.0,137536,12082.133629858494,147.112001568079,1.3365424871444702,-0.5655544996261597,0.524658203125
alexo,lenet,MNIST,layer_norm,,2023-11-18_11-37-33,dynamic_quantization,,,,0.007296539194571476,0.0467497309625498,99.80166666666666,98.74,,,,0.001,cpu,256,42,False,,261135,19082.192986547947,186.27840700745583,1.3365424871444702,-0.567772388458252,0.2820396423339844
alexo,lenet,MNIST,layer_norm,,2023-11-18_11-32-20,static_quantization,,,,0.007296539041399956,0.0467497309625498,99.80166666666666,98.74,,,,0.001,cpu,256,42,False,,258589,18938.826807573438,179.73385100066662,1.3365424871444702,-0.567772388458252,0.2723274230957031
ishapira,lenet,MNIST,l2,0.0006,2023-11-19_14-42-42,,CrossEntropyLoss,Adam,True,0.021015173066655794,0.03326200609297957,99.38833333333334,98.88,"[0.1581340754032135, 0.09193072578907013, 0.06719730169773101, 0.06686252306501071, 0.04972821278969447, 0.047163567433754605, 0.036797299206256864, 0.03539479403893153, 0.034508164155234895, 0.03359301717231671, 0.03087939748565356, 0.02700681492884954, 0.02600684851060311, 0.02814419571955999, 0.025528666710853576, 0.02341274353315433, 0.023347562591234845, 0.022966315893332163, 0.024628371981779733, 0.021015173066655794]","[0.14582602293491365, 0.08307815454155207, 0.0628235943036154, 0.06149293149225414, 0.04683854151703417, 0.04863108115103096, 0.03958815398756415, 0.03968603762681596, 0.03890347113851458, 0.03756996720544994, 0.03466232551746071, 0.03700092014791444, 0.032111105971969665, 0.0392401867727749, 0.03299494444001466, 0.03344396730270237, 0.034028432414587584, 0.03427754144705832, 0.033692054782249035, 0.03326200609297957]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,1041.4514606893063,19.64262667298317,0.5955662131309509,-0.40589043498039246,0.16947174072265625
ishapira,resnet18,CIFAR-10,l2,0.0005,2023-11-18_14-58-55,,,,,0.1597382539844513,1.0671106874465943,94.64,73.72,,,,0.001,cuda:0,256,42,False,20.0,11172042,16738.977956295013,110.82324576377869,0.4005109667778015,-0.312115877866745,42.617958068847656
