runner_id,model_name,dataset_name,regularization,regularization_param,timestamp,quantization_method,criterion_name,optimizer_name,verbose,train_loss,test_loss,train_accuracy,test_accuracy,epoch_train_losses,epoch_test_losses,iterations,lr,device,batch_size,seed,pretrained,num_epochs,total_weights,l1_norm,l2_norm,max_weight,min_weight,model_size_mb,path,lr_scheduler
ishapira,lenet,MNIST,l1,0.001,2023-11-20_11-23-01,dynamic_quantization,,,,0.07784860517382622,0.07323124676346779,97.61166666666666,97.68,,,,0.001,cuda:0,256,42,False,,85855,304.7091244403273,27.72494263126282,1.0,-1.0666372776031494,0.08924484252929688,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_lenet_MNIST_l1_0.001_2023-11-18_18-40-04,
ishapira,lenet,FashionMNIST,dropout,0.3,2023-11-19_13-44-15,,CrossEntropyLoss,Adam,True,0.23824197760423024,0.2795752012491226,91.335,89.86,"[0.5723217621803284, 0.467386488421758, 0.4294304908275604, 0.37538347957928975, 0.35168990912437437, 0.32905619708697004, 0.32220994300047556, 0.30249797592957817, 0.29739750946362814, 0.28558524432182314, 0.28406894850730896, 0.2751221225897471, 0.26641734267870587, 0.25832508153915407, 0.2580858404318492, 0.2536136327425639, 0.2509670487721761, 0.24945944852034252, 0.24100783134301504, 0.23824197760423024]","[0.5921452784538269, 0.4871962504386902, 0.4523266574382782, 0.39808398566246034, 0.37602164430618285, 0.3579709284543991, 0.35242984223365786, 0.33367511115074155, 0.33023021097183225, 0.3200075388669968, 0.31597862701416013, 0.30981415696144105, 0.3009528952598572, 0.2946916605472565, 0.2959793817281723, 0.29443994753360747, 0.2900762031078339, 0.2882104909658432, 0.28180771462917326, 0.2795752012491226]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,3701.159992814064,50.225750744342804,0.5671758651733398,-1.0361616611480713,0.16947174072265625,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_lenet_FashionMNIST_dropout_0.3_2023-11-19_13-44-15,
ishapira,resnet18,CIFAR-10,l1,0.01,2023-11-18_14-13-23,,,,,2.3025853191375734,2.3025853408813477,10.0,10.0,,,,0.001,cuda:0,256,42,False,20.0,11172042,1385.3862545737065,1.8520664214156568,0.0010588668519631028,-0.001733452663756907,42.617958068847656,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_resnet18_CIFAR-10_l1_0.01_2023-11-18_14-13-23,
ishapira,resnet18,CIFAR-10,l1,0.01,2023-11-20_13-46-52,dynamic_quantization,,,,2.3025853089904786,2.3025853408813477,10.0,10.0,,,,0.001,cuda:0,256,42,False,,11177153,1387.0064408779144,2.8609185870736837,1.0,-0.000665604486130178,42.608158111572266,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_resnet18_CIFAR-10_l1_0.01_2023-11-18_14-13-23,
ishapira,resnet18,CIFAR-10,l1,0.1,2023-11-18_14-07-58,,,,,2.30258504737854,2.302584997558594,10.0,10.0,,,,0.001,cuda:0,256,42,False,20.0,11172042,1386.303015952697,1.8520058269496076,0.000664366118144244,-0.0006526572396978736,42.617958068847656,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_resnet18_CIFAR-10_l1_0.1_2023-11-18_14-07-58,
ishapira,lenet,FashionMNIST,l1,0.005,2023-11-19_14-52-54,,CrossEntropyLoss,Adam,True,2.302586584599813,2.3025865989685057,10.0,10.0,"[2.3025864702860512, 2.302586379114787, 2.3025854577382407, 2.3025883483886718, 2.3025861377716064, 2.302586182785034, 2.302585926691691, 2.302586613845825, 2.3025884638468423, 2.302585484313965, 2.3025862115224203, 2.302587538019816, 2.3025854948679605, 2.3025872053782144, 2.3025859361012775, 2.302587037150065, 2.302587371444702, 2.302587777201335, 2.3025911032358803, 2.302586584599813]","[2.3025864528656004, 2.3025863761901855, 2.3025854175567626, 2.302588344192505, 2.302586137008667, 2.302586224746704, 2.302585920333862, 2.302586646270752, 2.3025884506225585, 2.3025855278015137, 2.302586169052124, 2.3025875289916993, 2.3025854732513427, 2.302587205886841, 2.3025858993530273, 2.3025871044158936, 2.302587301635742, 2.3025877906799317, 2.3025910873413085, 2.3025865989685057]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,5.471433705999516,0.06794297843589447,0.003674910170957446,-0.002610615687444806,0.16947174072265625,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_lenet_FashionMNIST_l1_0.005_2023-11-19_14-52-54,
ishapira,lenet,MNIST,l2,0.001,2023-11-18_19-25-21,,CrossEntropyLoss,Adam,True,0.03147182580083609,0.03704652084317058,99.08333333333333,98.75,"[0.16866016573111217, 0.10811090284983317, 0.07621317119995753, 0.07906328702171643, 0.06338806123336156, 0.04800134160916011, 0.0588832867304484, 0.04341511000941197, 0.039478645627200604, 0.038874982605377834, 0.0430290774444739, 0.04815406796932221, 0.032813927112023036, 0.03935447888423999, 0.03402934924165408, 0.030195147622625033, 0.03836039262761672, 0.03500832805434863, 0.030965398402015367, 0.03147182580083609]","[0.1561870591402054, 0.09754151374101638, 0.06861268707923592, 0.07411297109574079, 0.05803146595619619, 0.04476439497359097, 0.05655554189179093, 0.04453040442503989, 0.039562581598758695, 0.0411871492959559, 0.04985552194043994, 0.050467174009233715, 0.03585081312712282, 0.04417590189240873, 0.03723287984207273, 0.033984760591574015, 0.04406053802957758, 0.03703268235102296, 0.0356424145616591, 0.03704652084317058]",4700.0,0.001,cuda:0,256,42,False,20.0,44426,990.1242638081312,18.061125453561544,0.5941080451011658,-0.4753252863883972,0.16947174072265625,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_lenet_MNIST_l2_0.001_2023-11-18_19-25-21,
ishapira,lenet,MNIST,l2,0.001,2023-11-20_11-28-02,dynamic_quantization,,,,0.031471826339761415,0.03704652084317058,99.08333333333333,98.75,,,,0.001,cuda:0,256,42,False,,85855,1821.3435891866684,31.96496031433344,1.0,-0.4753252863883972,0.08924484252929688,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_lenet_MNIST_l2_0.001_2023-11-18_19-25-21,
ishapira,resnet18,CIFAR-10,dropout,0.5,2023-11-18_13-56-45,,,,,0.24736562006950377,1.0432341145515442,93.258,69.31,,,,0.001,cuda:0,256,42,False,20.0,11172042,294857.03354144096,556.0683057904243,0.5974403619766235,-0.6121756434440613,42.617958068847656,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_resnet18_CIFAR-10_dropout_0.5_2023-11-18_13-56-45,
ishapira,resnet18,CIFAR-10,dropout,0.5,2023-11-20_13-40-13,dynamic_quantization,,,,0.9969437504959107,1.7539787405014038,56.676,44.67,,,,0.001,cuda:0,256,42,False,,11177153,295064.172454834,560.0802907943726,1.0,-0.6121756434440613,42.608158111572266,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_resnet18_CIFAR-10_dropout_0.5_2023-11-18_13-56-45,
ishapira,resnet18,CIFAR-10,l1,0.0001,2023-11-18_14-24-31,,,,,0.6100809313583374,0.851880104637146,78.748,70.91,,,,0.001,cuda:0,256,42,False,20.0,11172042,5299.7338790893555,69.85376786440611,0.6455270051956177,-0.5246355533599854,42.617958068847656,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_resnet18_CIFAR-10_l1_0.0001_2023-11-18_14-24-31,
ishapira,resnet18,CIFAR-10,l1,0.0001,2023-11-20_13-42-34,dynamic_quantization,,,,0.6100982146263123,0.85189441614151,78.736,70.92,,,,0.001,cuda:0,256,42,False,,11177153,5439.312644958496,73.76081996411085,1.0,-0.5246355533599854,42.608158111572266,/n/home12/ishapira/git_connection/TinyML-RegulizationAndQuantization/results/ishapira_resnet18_CIFAR-10_l1_0.0001_2023-11-18_14-24-31,
