runner_id,model_name,dataset_name,regularization,regularization_param,train_loss,test_loss,train_accuracy,test_accuracy,timestamp,lr,device,batch_size,seed,pretrained,total_weights,total_trainable_weights,l1_norm,l2_norm,max_weight,min_weight,model_size_mb,quantization_method,criterion_name,optimizer_name,verbose,epoch_train_losses,epoch_test_losses,iterations,num_epochs
ishapira,resnet18,CIFAR-10,l1,0.0001,0.6100809313583374,0.851880104637146,78.748,70.91,2023-11-18_14-24-31,0.001,cuda:0,256,42,False,11172042,0,5299.7338790893555,69.85376786440611,0.6455270051956177,-0.5246355533599854,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,FashionMNIST,layer_norm,,0.16913218270142874,0.30660979795455934,93.795,89.74,2023-11-07_08-20-22,0.001,cpu,256,42,,137536,0,13392.076154053211,157.83708056807518,1.5042169094085693,-1.1718072891235352,0.524658203125,,,,,,,,10.0
itaishapira,lenet,MNIST,l2,0.01,0.22844345496495566,0.20882551426887513,93.44833333333334,94.13,2023-11-06_18-31-51,0.001,cpu,256,42,,128576,0,628.7048829495907,13.426828354597092,0.3480238914489746,-0.36463555693626404,0.490478515625,,,,,,,,2.0
alexo,lenet,MNIST,l2,0.01,0.2284434318780899,0.2088254928588867,93.44833333333334,94.13,2023-11-18_11-38-57,0.001,cpu,256,42,False,252175,0,1111.024173438549,23.886438250541687,1.0,-0.36463555693626404,0.24785995483398438,dynamic_quantization,,,,,,,
alexo,lenet,MNIST,l2,0.01,0.22844343381722768,0.2088254928588867,93.44833333333334,94.13,2023-11-18_11-34-25,0.001,cpu,256,42,False,249627,22,1009.6607636660337,16.972830399870872,0.24289776384830475,-0.1816416233778,0.23814010620117188,static_quantization,,,,,,,
ishapira,resnet18,CIFAR-10,l2,0.001,0.3217996944999695,0.8361646119117737,88.774,74.66,2023-11-18_14-47-35,0.001,cuda:0,256,42,False,11172042,0,9760.320379972458,78.45433330535889,0.3922814130783081,-0.3162399232387543,42.617958068847656,,,,,,,,20.0
ishapira,resnet18,CIFAR-10,dropout,0.7,0.6104378954315186,1.00319977350235,87.522,69.15,2023-11-18_14-02-19,0.001,cuda:0,256,42,False,11172042,0,293901.5327503681,543.5685717463493,0.5941002368927002,-0.5247220396995544,42.617958068847656,,,,,,,,20.0
ishapira,lenet,MNIST,{'l_infinty': 10},10.0,0.008230986431861917,0.03611358255650848,99.72166666666666,99.01,2023-11-18_20-25-02,0.001,cuda:0,256,42,False,44426,0,2867.365735948086,36.20083487033844,0.5426867008209229,-0.4606715440750122,0.16947174072265625,,CrossEntropyLoss,Adam,True,"[0.13709163109461467, 0.08788573658068975, 0.0615064345429341, 0.06468521526654561, 0.040329722785453, 0.03215986916621526, 0.03377587219402194, 0.030635229566693307, 0.028215860237181187, 0.018822538148363432, 0.01960183219710986, 0.0201454331745704, 0.022569265484809874, 0.015086572611828645, 0.014002120340367158, 0.011096354276438554, 0.014933465985457103, 0.012590717184046904, 0.010629130343471965, 0.008230986431861917]","[0.1264128914564848, 0.08060493198931218, 0.05749283734736964, 0.06163224911368452, 0.04183081275559962, 0.03458381160665303, 0.03980284707732499, 0.037773582938592884, 0.03868044711071998, 0.03147113455461804, 0.033177081843139604, 0.0367258092100732, 0.04031092339587631, 0.032613841815199704, 0.031965884647099305, 0.03052406153360498, 0.03582994818366424, 0.039515079754957695, 0.03814425504063256, 0.03611358255650848]",4700.0,20.0
ishapira,lenet,MNIST,{'l1': 0.0005},0.0005,0.06348399971922239,0.06079153554141521,98.135,98.19,2023-11-18_18-47-38,0.001,cuda:0,256,42,False,44426,0,264.3560494654812,17.468391014495865,0.9970716834068298,-0.6497988700866699,0.16947174072265625,,CrossEntropyLoss,Adam,True,"[0.19854697620868683, 0.12544484796921412, 0.10679865339199703, 0.10257369403044382, 0.09072473551630973, 0.10122342007160187, 0.08030544596711794, 0.08294031121730805, 0.07216471452713012, 0.07389834620157877, 0.06888184862931569, 0.06832859155933062, 0.0626940975745519, 0.07024122234582901, 0.06366658124923706, 0.06511354831457138, 0.07053236691057682, 0.0606735768198967, 0.056324614508946734, 0.06348399971922239]","[0.179718150472641, 0.11036602462530136, 0.09429806253612041, 0.08975511173009873, 0.07989004493206739, 0.09284918157458305, 0.06845395048558713, 0.07410197427943349, 0.06645952564626932, 0.06529654254093767, 0.061560480719804765, 0.06515663629844785, 0.05602123905047774, 0.06587113510593771, 0.05707023428231478, 0.05940092474222183, 0.06417204593196511, 0.055311897975951436, 0.054081833730451764, 0.06079153554141521]",4700.0,20.0
ishapira,resnet18,CIFAR-10,none,,0.07689098008155823,1.5548721128463745,97.512,70.28,2023-11-18_13-45-33,0.001,cuda:0,256,42,False,11679912,0,307789.4666557312,604.619668841362,0.5943582653999329,-1.1360790729522705,44.555328369140625,,,,,,,,20.0
ishapira,resnet18,CIFAR-10,dropout,0.3,0.15181026590824126,1.3217635751724244,95.246,69.69,2023-11-18_13-51-08,0.001,cuda:0,256,42,False,11172042,0,312904.89956355095,586.4602912068367,0.6055442690849304,-0.582756757736206,42.617958068847656,,,,,,,,20.0
ishapira,resnet18,CIFAR-10,l2,0.1,2.3025889274597167,2.302588920211792,10.0,10.0,2023-11-18_14-36-15,0.001,cuda:0,256,42,False,11172042,0,5.860191504092654,0.11012693797238171,0.006169378757476807,-0.003989955876022577,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,FashionMNIST,l1,0.0001,0.32706600244839984,0.3576870227575302,88.14,87.26,2023-11-07_08-38-02,0.001,cpu,256,42,,128576,0,944.6619317829609,21.937262549996376,0.6824090480804443,-0.6234570145606995,0.490478515625,,,,,,,,10.0
ishapira,lenet,MNIST,{},,0.004392307885650855,0.04856045043015183,99.85166666666667,98.9,2023-11-18_17-55-08,0.001,cuda:0,256,42,False,128664,0,7900.661768317223,65.3963523209095,1.2315677404403687,-0.49212318658828735,0.490814208984375,,CrossEntropyLoss,Adam,True,"[0.07241411439180374, 0.04596363293528557, 0.03644656053384145, 0.026803142393628757, 0.02188071156380077, 0.01747270831167698, 0.01417544867048661, 0.017842824455474814, 0.007758331157763799, 0.011634445305044452, 0.008221611981528501, 0.005966287503453593, 0.009065327442934116, 0.007316952678809563, 0.002688371918909252, 0.01143250683490187, 0.003861145197025811, 0.0038729924728783467, 0.004724429997153735, 0.004392307885650855]","[0.0661042700342834, 0.04676062422227115, 0.04250104486821219, 0.035509949823468924, 0.03766055543648545, 0.03274236592946109, 0.033378825330815744, 0.037622080019116405, 0.032078366011474284, 0.03849739466534229, 0.038478880087612195, 0.033365179576777156, 0.04316815888568526, 0.0419180079664191, 0.039678632900466616, 0.04844471495252219, 0.0385802550517461, 0.04310108528118344, 0.04479969189025578, 0.04856045043015183]",4700.0,20.0
itaishapira,lenet,MNIST,batch_norm,,0.04441146742502848,0.04994284267872572,98.64833333333333,98.37,2023-11-06_18-25-02,0.001,cpu,256,42,,128664,0,6889.203655004501,54.414421223104,1.4895366430282593,-0.24515049159526825,0.490814208984375,,,,,,,,2.0
alexo,lenet,MNIST,batch_norm,,0.04457137313783169,0.04861613427102566,98.62333333333333,98.4,2023-11-18_11-36-58,0.001,cpu,256,42,False,252263,0,13488.961488485336,89.61500214785337,1.4895366430282593,-0.24611186981201172,0.24819564819335938,dynamic_quantization,,,,,,,
alexo,lenet,MNIST,batch_norm,,0.0444114690070351,0.0499428455516696,98.64833333333333,98.37,2023-11-18_11-31-26,0.001,cpu,256,42,False,249717,22,13366.98686889559,83.67518761754036,1.4895366430282593,-0.24611186981201172,0.23848342895507812,static_quantization,,,,,,,
ishapira,lenet,MNIST,{'l_infinty': 0.1},0.1,0.011689152530953288,0.039457476525377934,99.58,98.95,2023-11-18_20-02-44,0.001,cuda:0,256,42,False,44426,0,2727.099936246872,34.60551981627941,0.5572009086608887,-0.5900546312332153,0.16947174072265625,,CrossEntropyLoss,Adam,True,"[0.16419986687501273, 0.08893503992557526, 0.06144935001532237, 0.051782409512996674, 0.04870402960379919, 0.04394742334783077, 0.03547671890606483, 0.025066704601049424, 0.02329306341856718, 0.021672270090381304, 0.01927159999758005, 0.016400800444185733, 0.017900783802072207, 0.019041337143381437, 0.019815670098364352, 0.011801629302029808, 0.01452251604894797, 0.012291280655314525, 0.022463864666223524, 0.011689152530953288]","[0.14625116530656815, 0.08176275549605488, 0.05759755432605743, 0.048474865702539685, 0.049413873971998694, 0.04577716024564579, 0.04052687590317801, 0.03189557745652273, 0.03339975665332749, 0.03278771209511906, 0.03340491075967438, 0.031017484208755195, 0.03473927513163071, 0.03899147717519663, 0.03984506356157363, 0.036540432865871116, 0.0375761521268636, 0.03698175762141764, 0.04745180215311702, 0.039457476525377934]",4700.0,20.0
itaishapira,lenet,MNIST,l_infinty,0.01,0.034731283232197166,0.03609186041536741,98.92,98.77,2023-11-07_07-53-57,0.001,cpu,256,42,,128576,0,8051.085014224052,59.48085691034794,0.4988082945346832,-1.2238068580627441,0.490478515625,,,,,,,,10.0
ishapira,lenet,MNIST,{'l2': 0.05},0.05,2.3015073602040608,2.301467420578003,11.236666666666666,11.35,2023-11-18_19-02-44,0.001,cuda:0,256,42,False,44426,0,0.19681322531496354,0.08771489687851033,0.060548797249794006,-0.05212521553039551,0.16947174072265625,,CrossEntropyLoss,Adam,True,"[2.301663051732381, 2.3016345465342205, 2.301531909942627, 2.30152892443339, 2.3015072315216063, 2.3015264713287356, 2.3015207761128744, 2.301577282333374, 2.301546835454305, 2.3015088676452637, 2.3015026643117267, 2.301471782048543, 2.30155990079244, 2.3015371245066323, 2.30156558748881, 2.301505180486043, 2.301569862874349, 2.3014810839335125, 2.301563212712606, 2.3015073602040608]","[2.3016048728942873, 2.301587251281738, 2.3014867546081543, 2.301447576904297, 2.301432751464844, 2.3014436332702637, 2.301479838180542, 2.3014657081604004, 2.3014622722625733, 2.3014696491241455, 2.301422554397583, 2.3014251529693603, 2.3014655715942385, 2.3014361640930177, 2.3014888690948485, 2.301479811477661, 2.301554032897949, 2.3013976570129393, 2.301522109603882, 2.301467420578003]",4700.0,20.0
ishapira,resnet18,CIFAR-10,dropout,0.3,0.15181026590824126,1.3217635751724244,95.246,69.69,2023-11-18_13-51-10,0.001,cuda:0,256,42,False,11172042,0,312904.89956355095,586.4602912068367,0.6055442690849304,-0.582756757736206,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,MNIST,l1,0.01,4.405729269917806,4.405072703552246,11.236666666666666,11.35,2023-11-06_18-28-59,0.001,cpu,256,42,,128576,0,49.937167802709155,7.331101692921948,0.8445971608161926,-0.000659361423458904,0.490478515625,,,,,,,,2.0
ishapira,lenet,MNIST,{'l_infinty': 100},100.0,0.008084644902000825,0.03272594054287183,99.74,99.13,2023-11-18_20-32-30,0.001,cuda:0,256,42,False,44426,0,2771.037928342819,35.418624207377434,0.5546760559082031,-0.4862017333507538,0.16947174072265625,,CrossEntropyLoss,Adam,True,"[0.14464297712643942, 0.08332308859825134, 0.05604295555551847, 0.04844280076424281, 0.04223720322102308, 0.041932655269404255, 0.029086707991361618, 0.028573251008987426, 0.02339490331535538, 0.028747521164019903, 0.022156800006826717, 0.020516833982865017, 0.015257038216168682, 0.017431471665700277, 0.011339428787026554, 0.014354421853770812, 0.009012867687394222, 0.0076659714759637915, 0.006567372695294519, 0.008084644902000825]","[0.12866311774253844, 0.07348036626130343, 0.051240036547742784, 0.04757585519291461, 0.04126342565715313, 0.04456717167673632, 0.03391531279142946, 0.03461765366485342, 0.03133687798138708, 0.037166916462779045, 0.03349440941996872, 0.03264054598249495, 0.032231415037682745, 0.03635664774907054, 0.02790639047913719, 0.03155091654900461, 0.029565530770155602, 0.03313914512778574, 0.02964449009471573, 0.03272594054287183]",4700.0,20.0
ishapira,lenet,MNIST,{'l2': 0.005},0.005,0.072375349766016,0.07053951735273004,98.055,97.99,2023-11-18_19-17-50,0.001,cuda:0,256,42,False,44426,0,607.8523490428925,13.756472263485193,0.42950132489204407,-0.3221597969532013,0.16947174072265625,,CrossEntropyLoss,Adam,True,"[0.17571167685190836, 0.11058800641695658, 0.10225708988706271, 0.09550881859064102, 0.09221519820292791, 0.09251499133507411, 0.08839627290566762, 0.0846236933986346, 0.09127759296099344, 0.0788639377673467, 0.08198476371367773, 0.07943825264573097, 0.08011956378618876, 0.0930081747452418, 0.08144762840270996, 0.07702473161617915, 0.07452488604784012, 0.08147381592988968, 0.0739958494067192, 0.072375349766016]","[0.16148991034030916, 0.09739712773710489, 0.09065242440700531, 0.08751145916506647, 0.08598179049193859, 0.08340319292619824, 0.08158680384233594, 0.07608316637724638, 0.08741346420794725, 0.07211169141680002, 0.07570218440294266, 0.07331421275585889, 0.07470415661260486, 0.08707185116112232, 0.07476003300324083, 0.06859118666276336, 0.06926359071284532, 0.07535175397247076, 0.06830078411102294, 0.07053951735273004]",4700.0,20.0
ishapira,resnet18,CIFAR-10,l2,0.0001,0.09802395303010941,1.4116252960205078,96.778,71.55,2023-11-18_14-52-23,0.001,cuda:0,256,42,False,11172042,0,43195.2271065712,202.95938169956207,0.4710713326931,-0.4782494902610779,42.617958068847656,,,,,,,,20.0
ishapira,resnet18,CIFAR-10,l1,0.01,2.3025853191375734,2.3025853408813477,10.0,10.0,2023-11-18_14-13-37,0.001,cuda:0,256,42,False,11172042,0,1385.3862545737065,1.8520664214156568,0.0010588668519631028,-0.001733452663756907,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,MNIST,l_infinty,0.1,0.037239516100784145,0.042095251886546614,98.88333333333334,98.6,2023-11-07_07-51-31,0.001,cpu,256,42,,128576,0,7353.029228806496,50.684797033667564,0.45030057430267334,-0.819862961769104,0.490478515625,,,,,,,,10.0
ishapira,resnet18,CIFAR-10,l2,0.1,2.3025889274597167,2.302588920211792,10.0,10.0,2023-11-18_14-35-40,0.001,cuda:0,256,42,False,11172042,0,5.860191504092654,0.11012693797238171,0.006169378757476807,-0.003989955876022577,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,MNIST,dropout,0.5,0.05177551470200221,0.04847743416633457,98.47166666666666,98.52,2023-11-07_07-25-46,0.001,cpu,256,42,,128576,0,17826.81297838688,104.23717333376408,0.5456041097640991,-0.8494147658348083,0.490478515625,,,,,,,,10.0
ishapira,resnet18,CIFAR-10,l1,0.1,2.30258504737854,2.302584997558594,10.0,10.0,2023-11-18_14-07-49,0.001,cuda:0,256,42,False,11172042,0,1386.303015952697,1.8520058269496076,0.000664366118144244,-0.0006526572396978736,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,MNIST,layer_norm,,0.041748578780889514,0.049786833653599025,98.76166666666667,98.34,2023-11-06_18-25-41,0.001,cpu,256,42,,137536,0,11533.746187627316,138.59238843619823,1.195296049118042,-0.41219374537467957,0.524658203125,,,,,,,,2.0
alexo,lenet,MNIST,layer_norm,,0.04174857554609577,0.04978683435693383,98.76166666666667,98.34,2023-11-18_11-37-50,0.001,cpu,256,42,False,261135,0,18160.36252683401,173.97764222323895,1.195296049118042,-0.41381019353866577,0.2820396423339844,dynamic_quantization,,,,,,,
alexo,lenet,MNIST,layer_norm,,0.041748575715223946,0.04978683435693383,98.76166666666667,98.34,2023-11-18_11-32-46,0.001,cpu,256,42,False,258589,22,18038.907879766077,167.87600700184703,1.195296049118042,-0.41381019353866577,0.2723274230957031,static_quantization,,,,,,,
itaishapira,lenet,FashionMNIST,dropout,0.7,0.5175938970565795,0.5295727016925812,79.925,79.31,2023-11-07_08-27-48,0.001,cpu,256,42,,128576,0,18335.76098740101,100.24276268482208,0.5591225028038025,-0.5858410596847534,0.490478515625,,,,,,,,10.0
ishapira,lenet,MNIST,{},,0.01306288305123647,0.03960600810316391,99.575,98.95,2023-11-18_17-47-23,0.001,cuda:0,256,42,False,128576,0,7872.848063111305,55.46083430945873,0.5711240172386169,-0.7053818702697754,0.490478515625,,CrossEntropyLoss,Adam,True,"[0.21328111147880555, 0.10893899110953013, 0.0823990773677826, 0.06851234411895275, 0.05893409115870794, 0.04612680602868398, 0.03860053024689356, 0.03760780598918597, 0.030017183822393417, 0.029187910065054893, 0.028906842345992723, 0.028805977014203867, 0.022978161995609602, 0.028406967340161404, 0.021681773845354715, 0.017936066165814796, 0.017817063397169115, 0.014866155193497738, 0.011619659887502591, 0.01306288305123647]","[0.20026464483737946, 0.09680339431166649, 0.07243579205572605, 0.06328295472599565, 0.05327649346217513, 0.04591961051002145, 0.03925297301732935, 0.03860929590314627, 0.035464886770490554, 0.03764441311382689, 0.037186233472730965, 0.0350840316940099, 0.037138706814660694, 0.037638443465810266, 0.03232472081044689, 0.03587035351356026, 0.036880283055803736, 0.036648033896880226, 0.031796562196838206, 0.03960600810316391]",4700.0,20.0
ishapira,lenet,MNIST,{'l2': 0.0005},0.0005,0.014499955425659815,0.02813274433775805,99.60833333333333,99.0,2023-11-18_19-32-54,0.001,cuda:0,256,42,False,44426,0,1114.974793702364,20.62382560968399,0.6592789888381958,-0.5267198085784912,0.16947174072265625,,CrossEntropyLoss,Adam,True,"[0.16512134580612184, 0.09269533654848734, 0.07049982466995716, 0.05689323236942291, 0.045466501375039416, 0.039626466731230416, 0.03371255473891894, 0.04028398727675279, 0.03231097458104293, 0.038619513221581775, 0.026685493918259938, 0.027906031728784243, 0.026362098306417465, 0.02851867326994737, 0.02680415055801471, 0.020281994663675626, 0.024680337081849576, 0.01933917517165343, 0.026876044233640036, 0.014499955425659815]","[0.1544125490218401, 0.08271032647341489, 0.06275242731049657, 0.056102573351934554, 0.043330734635703264, 0.04397028100164607, 0.03741666928781196, 0.04777480661133304, 0.04114922574050724, 0.046171018351241946, 0.03690353653039783, 0.03564356787633151, 0.038359237121231855, 0.039958425616053866, 0.03791357373241335, 0.03151893253580201, 0.03676742543438449, 0.03156162465468515, 0.04099009146057069, 0.02813274433775805]",4700.0,20.0
ishapira,resnet18,CIFAR-10,l2,0.01,1.2614798070526123,1.2892639171600342,53.19,53.28,2023-11-18_14-41-14,0.001,cuda:0,256,42,False,11172042,0,1448.749302148819,23.820667415857315,0.26143205165863037,-0.24282169342041016,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,MNIST,l1,0.01,2.364323156992594,2.364348051452637,11.236666666666666,11.35,2023-11-07_07-33-58,0.001,cpu,256,42,,128576,0,85.96076391200768,10.535488094115863,1.438427209854126,-0.0006526346551254392,0.490478515625,,,,,,,,10.0
itaishapira,lenet,MNIST,none,,0.029574267747998238,0.03711461622468196,99.04333333333334,98.74,2023-11-07_07-14-55,0.001,cpu,256,42,,128576,0,7212.407037913799,49.19372156262398,0.41971343755722046,-0.5102354288101196,0.490478515625,,,,,,,,10.0
alexo,lenet,MNIST,none,,0.02957426439623038,0.03711461560777388,99.04333333333334,98.74,2023-11-18_11-36-23,0.001,cpu,256,42,False,252175,0,14065.881228625774,86.92382776737213,1.0,-0.5122363567352295,0.24785995483398438,dynamic_quantization,,,,,,,
alexo,lenet,MNIST,none,,0.029574264579017958,0.03711461560777388,99.04333333333334,98.74,2023-11-18_11-30-34,0.001,cpu,256,42,False,249627,22,13839.8503748402,77.87520917505026,0.48904842138290405,-0.5122363567352295,0.23814010620117188,static_quantization,,,,,,,
itaishapira,lenet,MNIST,l1,0.1,6.729652132415771,6.72914577178955,11.236666666666666,11.35,2023-11-07_07-31-13,0.001,cpu,256,42,,128576,0,17.670136927859858,1.3073426608461887,1.1188887357711792,-0.0006198478513397276,0.490478515625,,,,,,,,10.0
itaishapira,lenet,FashionMNIST,l2,0.0001,0.31501994450887044,0.3559661002874374,88.59333333333333,87.03,2023-11-07_08-47-57,0.001,cpu,256,42,,128576,0,2079.3232984542847,27.699970960617065,0.64644855260849,-0.57709801197052,0.490478515625,,,,,,,,10.0
itaishapira,lenet,MNIST,l2,0.0001,0.03154640297492345,0.038132138838991525,98.99333333333334,98.69,2023-11-07_07-49-02,0.001,cpu,256,42,,128576,0,1531.2941272258759,25.023444086313248,0.6383809447288513,-0.522487461566925,0.490478515625,,,,,,,,10.0
alexo,lenet,MNIST,l2,0.0001,0.031546400507291156,0.03813213487528264,98.99333333333334,98.69,2023-11-18_11-39-46,0.001,cpu,256,42,False,252175,0,2817.408687233925,42.58716216683388,1.0,-0.522487461566925,0.24785995483398438,dynamic_quantization,,,,,,,
alexo,lenet,MNIST,l2,0.0001,0.031546400618056455,0.03813213487528264,98.99333333333334,98.69,2023-11-18_11-35-41,0.001,cpu,256,42,False,249627,22,2587.5688789859414,32.74546802788973,0.4184213876724243,-0.32127663493156433,0.23814010620117188,static_quantization,,,,,,,
itaishapira,lenet,MNIST,l2,0.1,2.3099155361175536,2.3100312618255616,11.236666666666666,11.35,2023-11-07_07-41-40,0.001,cpu,256,42,,128576,0,141.31378733366728,4.579067330807447,0.1531599909067154,-0.13634955883026123,0.490478515625,,,,,,,,10.0
alexo,lenet,MNIST,l2,0.1,2.3099155796051027,2.310031299209595,11.236666666666666,11.35,2023-11-18_11-38-24,0.001,cpu,256,42,False,252175,0,254.16492611169815,9.949817698448896,1.0,-0.13634955883026123,0.24785995483398438,dynamic_quantization,,,,,,,
alexo,lenet,MNIST,l2,0.1,2.30991559715271,2.310031299209595,11.236666666666666,11.35,2023-11-18_11-33-35,0.001,cpu,256,42,False,249627,22,227.91637299209833,5.792647082358599,0.1531599909067154,-0.011611404828727245,0.23814010620117188,static_quantization,,,,,,,
ishapira,resnet18,CIFAR-10,l1,0.0005,1.2190252155303956,1.2457622381210327,55.948,55.46,2023-11-18_14-30-35,0.001,cuda:0,256,42,False,11172042,0,1875.018916606903,31.766262352466583,0.8575285077095032,-0.6736304759979248,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,MNIST,dropout,0.7,0.5099097466786703,0.4952033885002136,86.01666666666667,86.82,2023-11-06_18-27-37,0.001,cpu,256,42,,128576,0,10357.236175596714,60.63990634679794,0.3568190634250641,-0.3388270139694214,0.490478515625,,,,,,,,2.0
ishapira,resnet18,CIFAR-10,l1,0.001,1.659149326019287,1.6540364700317383,37.628,38.41,2023-11-18_14-18-57,0.001,cuda:0,256,42,False,11172042,0,1513.0620064735413,21.032735764980316,1.363661289215088,-1.3659327030181885,42.617958068847656,,,,,,,,20.0
itaishapira,lenet,FashionMNIST,l1,0.001,0.4897164969444275,0.514243455696106,82.22,81.51,2023-11-07_08-35-27,0.001,cpu,256,42,,128576,0,246.40183630445972,14.686425743158907,0.8400872945785522,-0.836717963218689,0.490478515625,,,,,,,,10.0
